2460.640000	2461.280000	traffic
2463.424000	2465.248000	traffic
2465.888000	2466.432000	traffic
2469.248000	2471.040000	traffic
2473.728000	2474.336000	traffic
2476.416000	2477.088000	traffic
2514.144000	2514.784000	traffic
2540.672000	2541.600000	traffic
2544.128000	2544.992000	traffic
2548.960000	2550.336000	traffic
2621.376000	2622.368000	traffic
2623.072000	2624.000000	traffic
2628.992000	2630.080000	traffic
2691.968000	2692.768000	traffic
2694.368000	2695.040000	traffic
2704.448000	2705.856000	traffic
2749.088000	2749.792000	traffic
2779.584000	2780.544000	traffic
2780.864000	2781.664000	traffic
2784.256000	2786.016000	traffic
2787.936000	2788.640000	traffic
2794.496000	2795.648000	traffic
2834.656000	2835.328000	traffic
2849.344000	2849.696000	traffic
2856.000000	2857.024000	traffic
2858.400000	2858.944000	traffic
2860.928000	2861.888000	traffic
2862.880000	2864.672000	traffic
2866.624000	2868.128000	traffic
2871.424000	2872.352000	traffic
2872.992000	2873.472000	traffic
2874.816000	2875.904000	traffic
2881.216000	2881.728000	traffic
2910.080000	2910.848000	traffic
2930.592000	2930.720000	traffic
2934.208000	2935.328000	traffic
2937.440000	2938.496000	traffic
2940.544000	2942.848000	traffic
2951.744000	2952.256000	traffic
2953.472000	2953.888000	traffic
2984.896000	2985.920000	traffic
3006.560000	3007.616000	traffic
3011.104000	3013.024000	traffic
3013.760000	3013.984000	traffic
3020.320000	3021.600000	traffic
3022.720000	3023.552000	traffic
3026.176000	3026.912000	traffic
3057.984000	3058.976000	traffic
3072.544000	3073.056000	traffic
3077.120000	3078.720000	traffic
3080.384000	3080.832000	traffic
3083.104000	3084.128000	traffic
3084.768000	3086.432000	traffic
3088.000000	3088.960000	traffic
3129.632000	3130.464000	traffic
3144.896000	3145.312000	traffic
3155.552000	3156.192000	traffic
3157.696000	3159.328000	traffic
3165.888000	3166.752000	traffic
3168.032000	3168.544000	traffic
3204.800000	3206.432000	traffic
3222.656000	3223.488000	traffic
3229.344000	3230.400000	traffic
3233.312000	3234.656000	traffic
3238.336000	3239.168000	traffic
3242.816000	3243.520000	traffic
3278.016000	3278.912000	traffic
3299.392000	3300.448000	traffic
3302.944000	3303.488000	traffic
3304.576000	3305.792000	traffic
3307.040000	3307.456000	traffic
3308.288000	3309.248000	traffic
3309.856000	3310.592000	traffic
3312.960000	3314.016000	bee
3315.840000	3316.992000	traffic
3318.048000	3318.368000	traffic
3319.328000	3320.288000	traffic
3321.088000	3322.016000	traffic
3323.680000	3324.640000	traffic
3329.376000	3330.112000	traffic
3331.008000	3332.544000	traffic
3334.112000	3334.720000	traffic
3336.928000	3337.888000	traffic
3339.264000	3339.872000	traffic
3365.536000	3366.592000	traffic
3383.936000	3384.608000	traffic
3385.920000	3386.496000	traffic
3387.488000	3388.768000	traffic
3391.200000	3392.224000	traffic
3393.152000	3393.920000	traffic
3395.040000	3395.968000	traffic
3397.792000	3399.456000	traffic
3401.504000	3401.632000	traffic
3404.256000	3405.280000	traffic
3406.400000	3407.488000	traffic
3409.792000	3410.592000	traffic
3434.976000	3436.000000	traffic
3455.808000	3456.288000	traffic
3456.960000	3457.312000	traffic
3459.744000	3460.832000	traffic
3461.984000	3463.904000	traffic
3465.344000	3465.792000	traffic
3466.624000	3467.040000	traffic
3469.568000	3470.752000	traffic
3474.080000	3474.496000	traffic
3477.216000	3477.472000	traffic
3478.848000	3479.968000	traffic
3491.776000	3492.352000	traffic
3532.928000	3534.016000	traffic
3534.912000	3535.424000	traffic
3536.576000	3537.248000	traffic
3538.912000	3540.928000	traffic
3541.952000	3542.528000	traffic
3543.904000	3545.248000	traffic
3547.968000	3549.184000	traffic
3551.616000	3552.576000	traffic
3555.168000	3555.712000	traffic
3582.976000	3584.928000	traffic
